1356338143	70
1707000683	93
1397088383	1
1136497533	95
1244737403	33
1356338143	82
1865687913	64
1573048453	95
1146295873	90
1411061393	61
2072964433	28
1201524673	65
1397088383	16
1691099793	15
1440579753	50
1440579753	1
2114898533	70
1510638973	51
1504705193	8
1691099793	86
1089130723	42
1136497533	52
1573048453	64
1223764963	41
1901398073	6
1440579753	64
1704887953	62
2102652463	56
1084868513	55
1347636663	98
1910781593	80
1244737403	4
1414897623	42
1411061393	67
1901398073	96
2114898533	89
1243150633	91
1129643223	91
1504705193	7
1365000463	75
1367743043	42
2116033673	26
1255800513	54
1414897623	80
2098262303	95
1018076173	89
1459574583	70
1348352843	30
2072964433	68
1502513623	78
2011815813	40
1146295873	71
1863808473	93
1244737403	25
2102652463	36
1286885903	36
1691099793	67
1414897623	15
1385091743	34
2098262303	35
2114898533	92
1136497533	68
1327073613	29
1327073613	94
1863808473	16
1183914923	7
1365000463	99
1255800513	52
2072964433	26
1018076173	51
1707000683	68
1704887953	21
1084868513	16
1707000683	19
1243150633	34
1958441593	33
1356338143	15
2046050473	25
1246997243	77
1502513623	78
1691099793	3
1451790913	44
2072964433	14
2116033673	90
1211926573	18
1679431803	84
1414897623	30
1571924033	60
1246997243	68
2102652463	31
1211926573	22
1691099793	82
1327073613	92
1679431803	3
1411061393	48
1440579753	99
1183914923	89
1502513623	47
1086615033	56
2046050473	84
1025056563	0
1451790913	25
1136497533	81
1571924033	26
1365000463	71
2102652463	98
2011815813	42
1814353123	85
1086615033	61
1294174643	48
1211926573	93
1084868513	60
1211926573	96
1397088383	1
1018076173	37
1367743043	42
1327073613	94
1901398073	51
1707000683	96
1451790913	55
1510638973	16
1129643223	29
1958441593	99
1201524673	58
1573048453	14
1018076173	3
1327073613	44
1183914923	94
2116033673	99
1691099793	73
1018076173	73
1484641893	53
1504705193	6
2102652463	31
1286885903	58
1243150633	32
1442280253	94
1086615033	40
1018731093	96
1385091743	7
1018076173	66
1365000463	29
1504705193	45
1707000683	7
1484641893	39
1910781593	24
1211926573	33
1129643223	27
1146295873	58
1863808473	12
1440579753	45
1243150633	7
1502513623	0
1183914923	2
1084868513	93
1211926573	7
2098262303	17
2102652463	21
1363553093	41
1510638973	2
1451790913	8
1679431803	0
1901398073	51
1459574583	60
1223764963	62
1865687913	85
1244737403	42
1216052543	39
1255800513	58
1510638973	85
1347636663	64
1243150633	32
1183914923	37
2102652463	12
1183914923	94
1865326733	87
2116033673	69
1018731093	44
1294174643	70
2046050473	20
2011815813	53
1484641893	53
2102652463	9
1367743043	50
1246997243	8
1018076173	22
1679431803	52
1018076173	62
1571924033	16
1347636663	24
1681145353	1
1286885903	57
1258216203	50
1286885903	36
1327073613	39
1201524673	92
1244737403	21
1679431803	96
1327073613	17
1348352843	3
1910781593	92
1692849243	94
2046050473	18
1814353123	73
1282297453	30
1183914923	91
2102652463	96
1084868513	71
1814353123	43
1814353123	26
1414897623	53
1692849243	35
1183914923	54
1246997243	72
1136497533	76
1692849243	8
1688602493	35
1223764963	30
1910781593	31
2011815813	47
2011815813	99
1356338143	68
1750040213	26
2046050473	76
1504705193	98
1294174643	8
1136497533	20
1243150633	93
1442280253	12
1086615033	32
1183914923	48
1244737403	15
1411061393	82
1691099793	40
1707000683	1
1294174643	79
1018076173	38
1901398073	4
1814353123	17
1086615033	68
1255800513	67
2102652463	84
1459574583	20
1327073613	70
1484641893	84
1201524673	2
1865326733	98
1679431803	75
1356338143	49
1411061393	51
1086615033	48
1440579753	27
1414897623	6
1707000683	43
1084868513	40
1294174643	36
1363553093	9
1282297453	31
1504705193	75
1095128373	6
1089130723	76
1258216203	23
1910781593	32
1211926573	38
1958441593	97
1129643223	52
1571924033	36
1440579753	21
1502513623	63
1863808473	65
1348352843	14
1286885903	14
1502513623	89
1397088383	25
1385091743	72
1356338143	14
1201524673	31
1255800513	98
1244737403	2
1347636663	58
1692849243	15
1348352843	79
1901398073	70
1018731093	50
1086615033	65
1223764963	13
2114898533	34
1901398073	56
1223764963	22
1183914923	81
1086615033	38
1510638973	39
2102652463	10
2114898533	47
1089130723	41
1294174643	1
1294174643	28
1459574583	29
1084868513	29
1571924033	59
1201524673	30
1681145353	34
1411061393	35
2072964433	48
2116033673	9
1018076173	67
1440579753	91
1510638973	66
2011815813	81
1692849243	8
1183914923	50
1129643223	87
1484641893	9
1025056563	58
1211926573	50
1707000683	97
1201524673	87
1018731093	82
1216052543	45
1211926573	87
1865687913	59
1223764963	68
1095128373	44
1681145353	4
1504705193	73
1223764963	76
1246495863	57
1411061393	13
1510638973	99
1688602493	96
1363553093	18
1216052543	89
1451790913	0
1863808473	62
1679431803	14
1018731093	12
1692849243	67
1397088383	16
1294174643	21
1440579753	6
1258216203	96
1246495863	2
1814353123	18
2011815813	96
1958441593	21
1246495863	1
1865687913	63
1365000463	92
1246997243	13
2114898533	7
1018076173	90
1411061393	33
1095128373	35
2011815813	31
1409153383	66
1223764963	47
1367743043	62
1347636663	83
1688602493	58
1688602493	65
1244737403	98
1018731093	87
1356338143	19
1814353123	15
1958441593	76
1451790913	42
1129643223	70
1223764963	6
1484641893	1
1243150633	38
1385091743	86
1211926573	76
1183914923	22
1814353123	18
1018731093	57
1411061393	14
2098262303	13
1367743043	74
1440579753	72
1327073613	26
1459574583	45
1086615033	88
1216052543	58
1442280253	23
1707000683	44
1691099793	77
1243150633	70
1255800513	91
1018731093	38
1243150633	61
1865687913	99
1691099793	35
1286885903	64
1502513623	33
1356338143	48
2114898533	36
1243150633	4
1243150633	86
1397088383	33
1086615033	26
1958441593	61
1692849243	82
1385091743	18
1327073613	85
1348352843	20
1367743043	5
1958441593	75
1571924033	44
1704887953	81
1750040213	45
1440579753	35
1018076173	75
1484641893	90
1901398073	86
1573048453	22
2116033673	74
1363553093	84
2114898533	90
1286885903	36
1286885903	60
1573048453	49
1414897623	50
1018731093	51
1201524673	69
1223764963	61
1409153383	60
1688602493	93
2116033673	64
1814353123	16
1484641893	39
2098262303	85
1211926573	77
1910781593	28
1129643223	97
1244737403	79
1216052543	93
1223764963	48
1216052543	41
1958441593	14
1294174643	52
2102652463	83
1865326733	6
1865326733	76
1688602493	96
1347636663	78
1183914923	52
1504705193	23
1347636663	47
1704887953	88
1223764963	43
1243150633	30
1691099793	88
1573048453	32
1183914923	77
1286885903	4
1901398073	4
1484641893	21
1356338143	6
1863808473	64
1129643223	29
1958441593	46
1347636663	81
1327073613	97
1025056563	42
1414897623	41
1095128373	91
1692849243	33
1282297453	13
1814353123	77
1129643223	14
2116033673	9
1814353123	81
1385091743	6
1356338143	31
1086615033	89
1347636663	8
1183914923	26
1510638973	98
2102652463	92
1146295873	92
1216052543	38
1018731093	54
1025056563	37
1025056563	10
1356338143	28
1385091743	42
1692849243	14
1901398073	21
1484641893	31
2072964433	57
1573048453	31
1442280253	64
1244737403	48
1750040213	51
1901398073	21
2072964433	73
1440579753	17
1510638973	75
1451790913	97
1084868513	6
1865326733	28
1183914923	53
1216052543	91
1459574583	76
1089130723	60
1692849243	39
1691099793	67
1573048453	12
1750040213	1
1136497533	52
2102652463	14
1282297453	25
1146295873	32
1692849243	42
1910781593	88
1025056563	94
1255800513	33
1129643223	70
1216052543	30
1484641893	15
1356338143	73
1440579753	2
1246997243	20
1679431803	63
1385091743	78
1136497533	20
1688602493	28
1025056563	91
1282297453	99
1704887953	67
1865687913	0
1089130723	82
1367743043	14
1863808473	31
1750040213	84
1255800513	38
1707000683	54
1347636663	89
2098262303	97
1692849243	1
1504705193	82
1086615033	32
1707000683	90
1365000463	62
1183914923	22
2098262303	69
1451790913	96
1136497533	41
1910781593	50
1459574583	85
1018731093	80
1018731093	99
1814353123	79
1243150633	49
1679431803	92
1363553093	47
1440579753	52
1704887953	16
1095128373	39
2098262303	77
1363553093	55
1089130723	93
1201524673	41
1502513623	48
1414897623	71
1294174643	75
1704887953	83
1367743043	98
2011815813	66
1084868513	70
1244737403	0
1707000683	41
1363553093	71
1681145353	61
1258216203	23
1348352843	21
1414897623	5
1129643223	84
1365000463	76
2046050473	94
1707000683	45
1502513623	0
1136497533	77
1679431803	21
1246997243	24
1363553093	80
1258216203	68
1347636663	88
1679431803	95
1442280253	24
1484641893	61
1223764963	54
1459574583	2
1451790913	61
1451790913	34
1459574583	53
1750040213	50
1692849243	40
1129643223	58
1282297453	4
1691099793	80
1294174643	32
2114898533	99
1018076173	60
1025056563	76
1440579753	69
1688602493	85
1901398073	29
1901398073	1
1018731093	82
1510638973	0
2116033673	24
1707000683	25
1691099793	56
1451790913	96
2098262303	47
1385091743	39
1282297453	18
1294174643	68
1183914923	11
1692849243	17
1146295873	36
